,provincia,poblacion,total,nuevas,probables,lat,lng,created_at
2795,Loja,521154,456,2,107,-3.983333,-79.2,27/04/2021
2796,Los Ríos,921763,433,0,336,-1.8,-79.533333,27/04/2021
2797,Manabí,1562079,2059,22,1143,-1.056181,-80.455217,27/04/2021
2798,Morona Santiago,196535,54,0,4,-2.3,-78.116667,27/04/2021
2799,Napo,133705,94,0,4,-0.989,-77.8159,27/04/2021
2800,Orellana,161338,66,0,21,-0.466667,-76.966667,27/04/2021
2801,Pastaza,114202,74,0,18,-1.066667,-78.001111,27/04/2021
2802,Pichincha,3228233,2752,24,343,-0.218611,-78.509722,27/04/2021
2803,Santa Elena,401178,411,0,281,-2.2267,-80.8583,27/04/2021
2804,Sto. Domingo Tsáchilas,511151,606,19,135,-0.254167,-79.171944,27/04/2021
2805,Sucumbíos,230503,148,2,5,0.084722,-76.882778,27/04/2021
2806,Tungurahua,590600,443,0,331,-1.241667,-78.619722,27/04/2021
2807,Zamora Chinchipe,120416,87,1,2,-4.12,-78.8,27/04/2021
2808,Azuay,881394,383,10,33,-2.897414,-79.004481,28/04/2021
2809,Bolívar,209933,99,0,20,-1.605556,-79.003056,28/04/2021
2810,Carchi,186869,231,0,3,0.81218,-77.71633,28/04/2021
2811,Cañar,281396,125,0,8,-2.733333,-78.833333,28/04/2021
2812,Chimborazo,524004,420,2,130,-1.674347,-78.648294,28/04/2021
2813,Cotopaxi,488716,417,2,100,-0.933333,-78.616667,28/04/2021
2814,El Oro,715751,886,2,225,-3.266667,-79.966667,28/04/2021
2815,Esmeraldas,591083,349,1,68,1.05,-79.2,28/04/2021
2816,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,28/04/2021
2817,Guayas,4387434,2382,13,1761,-2.183333,-79.883333,28/04/2021
2818,Imbabura,476257,327,0,23,0.362678,-78.130667,28/04/2021
2819,Loja,521154,459,3,108,-3.983333,-79.2,28/04/2021
2820,Los Ríos,921763,435,2,336,-1.8,-79.533333,28/04/2021
2821,Manabí,1562079,2093,34,1146,-1.056181,-80.455217,28/04/2021
2822,Morona Santiago,196535,54,0,4,-2.3,-78.116667,28/04/2021
2823,Napo,133705,95,1,4,-0.989,-77.8159,28/04/2021
2824,Orellana,161338,66,0,21,-0.466667,-76.966667,28/04/2021
2825,Pastaza,114202,74,0,18,-1.066667,-78.001111,28/04/2021
2826,Pichincha,3228233,2756,4,344,-0.218611,-78.509722,28/04/2021
2827,Santa Elena,401178,411,0,281,-2.2267,-80.8583,28/04/2021
2828,Sto. Domingo Tsáchilas,511151,606,0,136,-0.254167,-79.171944,28/04/2021
2829,Sucumbíos,230503,149,1,5,0.084722,-76.882778,28/04/2021
2830,Tungurahua,590600,443,0,331,-1.241667,-78.619722,28/04/2021
2831,Zamora Chinchipe,120416,87,0,2,-4.12,-78.8,28/04/2021
2832,Azuay,881394,398,15,33,-2.897414,-79.004481,29/04/2021
2833,Bolívar,209933,99,0,20,-1.605556,-79.003056,29/04/2021
2834,Carchi,186869,232,1,3,0.81218,-77.71633,29/04/2021
2835,Cañar,281396,125,0,8,-2.733333,-78.833333,29/04/2021
2836,Chimborazo,524004,420,0,130,-1.674347,-78.648294,29/04/2021
2837,Cotopaxi,488716,418,1,100,-0.933333,-78.616667,29/04/2021
2838,El Oro,715751,886,0,241,-3.266667,-79.966667,29/04/2021
2839,Esmeraldas,591083,354,5,70,1.05,-79.2,29/04/2021
2840,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,29/04/2021
2841,Guayas,4387434,2389,7,1763,-2.183333,-79.883333,29/04/2021
2842,Imbabura,476257,327,0,23,0.362678,-78.130667,29/04/2021
2843,Loja,521154,460,1,112,-3.983333,-79.2,29/04/2021
2844,Los Ríos,921763,438,3,337,-1.8,-79.533333,29/04/2021
2845,Manabí,1562079,2100,7,1150,-1.056181,-80.455217,29/04/2021
2846,Morona Santiago,196535,54,0,4,-2.3,-78.116667,29/04/2021
2847,Napo,133705,96,1,4,-0.989,-77.8159,29/04/2021
2848,Orellana,161338,66,0,22,-0.466667,-76.966667,29/04/2021
2849,Pastaza,114202,74,0,18,-1.066667,-78.001111,29/04/2021
2850,Pichincha,3228233,2763,7,344,-0.218611,-78.509722,29/04/2021
2851,Santa Elena,401178,411,0,281,-2.2267,-80.8583,29/04/2021
2852,Sto. Domingo Tsáchilas,511151,609,3,136,-0.254167,-79.171944,29/04/2021
2853,Sucumbíos,230503,149,0,5,0.084722,-76.882778,29/04/2021
2854,Tungurahua,590600,443,0,331,-1.241667,-78.619722,29/04/2021
2855,Zamora Chinchipe,120416,88,1,2,-4.12,-78.8,29/04/2021
2856,Azuay,881394,405,7,33,-2.897414,-79.004481,30/04/2021
2857,Bolívar,209933,99,0,20,-1.605556,-79.003056,30/04/2021
2858,Carchi,186869,233,1,3,0.81218,-77.71633,30/04/2021
2859,Cañar,281396,125,0,8,-2.733333,-78.833333,30/04/2021
2860,Chimborazo,524004,420,0,130,-1.674347,-78.648294,30/04/2021
2861,Cotopaxi,488716,419,1,100,-0.933333,-78.616667,30/04/2021
2862,El Oro,715751,900,14,241,-3.266667,-79.966667,30/04/2021
2863,Esmeraldas,591083,354,0,71,1.05,-79.2,30/04/2021
2864,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,30/04/2021
2865,Guayas,4387434,2389,0,1763,-2.183333,-79.883333,30/04/2021
2866,Imbabura,476257,337,10,23,0.362678,-78.130667,30/04/2021
2867,Loja,521154,476,16,115,-3.983333,-79.2,30/04/2021
2868,Los Ríos,921763,438,0,337,-1.8,-79.533333,30/04/2021
2869,Manabí,1562079,2100,0,1150,-1.056181,-80.455217,30/04/2021
2870,Morona Santiago,196535,54,0,4,-2.3,-78.116667,30/04/2021
2871,Napo,133705,96,0,4,-0.989,-77.8159,30/04/2021
2872,Orellana,161338,66,0,22,-0.466667,-76.966667,30/04/2021
2873,Pastaza,114202,74,0,18,-1.066667,-78.001111,30/04/2021
2874,Pichincha,3228233,2780,17,346,-0.218611,-78.509722,30/04/2021
2875,Santa Elena,401178,411,0,281,-2.2267,-80.8583,30/04/2021
2876,Sto. Domingo Tsáchilas,511151,614,5,137,-0.254167,-79.171944,30/04/2021
2877,Sucumbíos,230503,150,1,5,0.084722,-76.882778,30/04/2021
2878,Tungurahua,590600,443,0,331,-1.241667,-78.619722,30/04/2021
2879,Zamora Chinchipe,120416,88,0,2,-4.12,-78.8,30/04/2021
2880,Azuay,881394,405,0,34,-2.897414,-79.004481,01/05/2021
2881,Bolívar,209933,99,0,20,-1.605556,-79.003056,01/05/2021
2882,Carchi,186869,233,0,3,0.81218,-77.71633,01/05/2021
2883,Cañar,281396,125,0,8,-2.733333,-78.833333,01/05/2021
2884,Chimborazo,524004,420,0,131,-1.674347,-78.648294,01/05/2021
2885,Cotopaxi,488716,419,0,100,-0.933333,-78.616667,01/05/2021
2886,El Oro,715751,921,21,241,-3.266667,-79.966667,01/05/2021
2887,Esmeraldas,591083,354,0,71,1.05,-79.2,01/05/2021
2888,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,01/05/2021
2889,Guayas,4387434,2389,0,1763,-2.183333,-79.883333,01/05/2021
2890,Imbabura,476257,340,3,23,0.362678,-78.130667,01/05/2021
2891,Loja,521154,479,3,116,-3.983333,-79.2,01/05/2021
2892,Los Ríos,921763,438,0,337,-1.8,-79.533333,01/05/2021
2893,Manabí,1562079,2160,60,1150,-1.056181,-80.455217,01/05/2021
2894,Morona Santiago,196535,54,0,4,-2.3,-78.116667,01/05/2021
2895,Napo,133705,96,0,4,-0.989,-77.8159,01/05/2021
2896,Orellana,161338,67,1,22,-0.466667,-76.966667,01/05/2021
2897,Pastaza,114202,74,0,18,-1.066667,-78.001111,01/05/2021
2898,Pichincha,3228233,2781,1,346,-0.218611,-78.509722,01/05/2021
2899,Santa Elena,401178,411,0,281,-2.2267,-80.8583,01/05/2021
2900,Sto. Domingo Tsáchilas,511151,614,0,137,-0.254167,-79.171944,01/05/2021
2901,Sucumbíos,230503,150,0,5,0.084722,-76.882778,01/05/2021
2902,Tungurahua,590600,444,1,331,-1.241667,-78.619722,01/05/2021
2903,Zamora Chinchipe,120416,88,0,2,-4.12,-78.8,01/05/2021
2904,Azuay,881394,405,0,34,-2.897414,-79.004481,02/05/2021
2905,Bolívar,209933,99,0,20,-1.605556,-79.003056,02/05/2021
2906,Carchi,186869,233,0,3,0.81218,-77.71633,02/05/2021
2907,Cañar,281396,125,0,8,-2.733333,-78.833333,02/05/2021
2908,Chimborazo,524004,420,0,131,-1.674347,-78.648294,02/05/2021
2909,Cotopaxi,488716,419,0,101,-0.933333,-78.616667,02/05/2021
2910,El Oro,715751,922,1,242,-3.266667,-79.966667,02/05/2021
2911,Esmeraldas,591083,354,0,71,1.05,-79.2,02/05/2021
2912,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,02/05/2021
2913,Guayas,4387434,2389,0,1764,-2.183333,-79.883333,02/05/2021
2914,Imbabura,476257,340,0,23,0.362678,-78.130667,02/05/2021
2915,Loja,521154,483,4,116,-3.983333,-79.2,02/05/2021
2916,Los Ríos,921763,438,0,342,-1.8,-79.533333,02/05/2021
2917,Manabí,1562079,2163,3,1150,-1.056181,-80.455217,02/05/2021
2918,Morona Santiago,196535,54,0,4,-2.3,-78.116667,02/05/2021
2919,Napo,133705,96,0,4,-0.989,-77.8159,02/05/2021
2920,Orellana,161338,67,0,22,-0.466667,-76.966667,02/05/2021
2921,Pastaza,114202,74,0,18,-1.066667,-78.001111,02/05/2021
2922,Pichincha,3228233,2782,1,345,-0.218611,-78.509722,02/05/2021
2923,Santa Elena,401178,411,0,281,-2.2267,-80.8583,02/05/2021
2924,Sto. Domingo Tsáchilas,511151,614,0,137,-0.254167,-79.171944,02/05/2021
2925,Sucumbíos,230503,150,0,5,0.084722,-76.882778,02/05/2021
2926,Tungurahua,590600,444,0,331,-1.241667,-78.619722,02/05/2021
2927,Zamora Chinchipe,120416,88,0,2,-4.12,-78.8,02/05/2021
2928,Azuay,881394,405,0,34,-2.897414,-79.004481,03/05/2021
2929,Bolívar,209933,99,0,20,-1.605556,-79.003056,03/05/2021
2930,Carchi,186869,233,0,3,0.81218,-77.71633,03/05/2021
2931,Cañar,281396,125,0,8,-2.733333,-78.833333,03/05/2021
2932,Chimborazo,524004,420,0,131,-1.674347,-78.648294,03/05/2021
2933,Cotopaxi,488716,419,0,101,-0.933333,-78.616667,03/05/2021
2934,El Oro,715751,923,1,242,-3.266667,-79.966667,03/05/2021
2935,Esmeraldas,591083,354,0,71,1.05,-79.2,03/05/2021
2936,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,03/05/2021
2937,Guayas,4387434,2390,1,1766,-2.183333,-79.883333,03/05/2021
2938,Imbabura,476257,340,0,23,0.362678,-78.130667,03/05/2021
2939,Loja,521154,485,2,116,-3.983333,-79.2,03/05/2021
2940,Los Ríos,921763,438,0,343,-1.8,-79.533333,03/05/2021
2941,Manabí,1562079,2178,15,1152,-1.056181,-80.455217,03/05/2021
2942,Morona Santiago,196535,54,0,4,-2.3,-78.116667,03/05/2021
2943,Napo,133705,96,0,4,-0.989,-77.8159,03/05/2021
2944,Orellana,161338,67,0,22,-0.466667,-76.966667,03/05/2021
2945,Pastaza,114202,74,0,18,-1.066667,-78.001111,03/05/2021
2946,Pichincha,3228233,2783,1,345,-0.218611,-78.509722,03/05/2021
2947,Santa Elena,401178,411,0,281,-2.2267,-80.8583,03/05/2021
2948,Sto. Domingo Tsáchilas,511151,614,0,137,-0.254167,-79.171944,03/05/2021
2949,Sucumbíos,230503,150,0,5,0.084722,-76.882778,03/05/2021
2950,Tungurahua,590600,444,0,331,-1.241667,-78.619722,03/05/2021
2951,Zamora Chinchipe,120416,88,0,2,-4.12,-78.8,03/05/2021
2952,Azuay,881394,410,5,34,-2.897414,-79.004481,04/05/2021
2953,Bolívar,209933,99,0,21,-1.605556,-79.003056,04/05/2021
2954,Carchi,186869,238,5,3,0.81218,-77.71633,04/05/2021
2955,Cañar,281396,126,1,8,-2.733333,-78.833333,04/05/2021
2956,Chimborazo,524004,420,0,131,-1.674347,-78.648294,04/05/2021
2957,Cotopaxi,488716,420,1,103,-0.933333,-78.616667,04/05/2021
2958,El Oro,715751,940,17,242,-3.266667,-79.966667,04/05/2021
2959,Esmeraldas,591083,356,2,71,1.05,-79.2,04/05/2021
2960,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,04/05/2021
2961,Guayas,4387434,2393,3,1767,-2.183333,-79.883333,04/05/2021
2962,Imbabura,476257,350,10,23,0.362678,-78.130667,04/05/2021
2963,Loja,521154,493,8,117,-3.983333,-79.2,04/05/2021
2964,Los Ríos,921763,439,1,344,-1.8,-79.533333,04/05/2021
2965,Manabí,1562079,2187,9,1154,-1.056181,-80.455217,04/05/2021
2966,Morona Santiago,196535,54,0,4,-2.3,-78.116667,04/05/2021
2967,Napo,133705,96,0,4,-0.989,-77.8159,04/05/2021
2968,Orellana,161338,69,2,22,-0.466667,-76.966667,04/05/2021
2969,Pastaza,114202,76,2,18,-1.066667,-78.001111,04/05/2021
2970,Pichincha,3228233,2799,16,345,-0.218611,-78.509722,04/05/2021
2971,Santa Elena,401178,411,0,281,-2.2267,-80.8583,04/05/2021
2972,Sto. Domingo Tsáchilas,511151,618,4,137,-0.254167,-79.171944,04/05/2021
2973,Sucumbíos,230503,152,2,5,0.084722,-76.882778,04/05/2021
2974,Tungurahua,590600,445,1,331,-1.241667,-78.619722,04/05/2021
2975,Zamora Chinchipe,120416,88,0,3,-4.12,-78.8,04/05/2021
2976,Azuay,881394,411,1,34,-2.897414,-79.004481,05/05/2021
2977,Bolívar,209933,99,0,21,-1.605556,-79.003056,05/05/2021
2978,Carchi,186869,238,0,3,0.81218,-77.71633,05/05/2021
2979,Cañar,281396,127,1,8,-2.733333,-78.833333,05/05/2021
2980,Chimborazo,524004,420,0,131,-1.674347,-78.648294,05/05/2021
2981,Cotopaxi,488716,420,0,103,-0.933333,-78.616667,05/05/2021
2982,El Oro,715751,952,12,242,-3.266667,-79.966667,05/05/2021
2983,Esmeraldas,591083,356,0,71,1.05,-79.2,05/05/2021
2984,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,05/05/2021
2985,Guayas,4387434,2396,3,1767,-2.183333,-79.883333,05/05/2021
2986,Imbabura,476257,350,0,23,0.362678,-78.130667,05/05/2021
2987,Loja,521154,495,2,121,-3.983333,-79.2,05/05/2021
2988,Los Ríos,921763,442,3,345,-1.8,-79.533333,05/05/2021
2989,Manabí,1562079,2194,7,1154,-1.056181,-80.455217,05/05/2021
2990,Morona Santiago,196535,55,1,4,-2.3,-78.116667,05/05/2021
2991,Napo,133705,96,0,4,-0.989,-77.8159,05/05/2021
2992,Orellana,161338,69,0,22,-0.466667,-76.966667,05/05/2021
2993,Pastaza,114202,76,0,18,-1.066667,-78.001111,05/05/2021
2994,Pichincha,3228233,2804,5,346,-0.218611,-78.509722,05/05/2021
2995,Santa Elena,401178,411,0,281,-2.2267,-80.8583,05/05/2021
2996,Sto. Domingo Tsáchilas,511151,619,1,137,-0.254167,-79.171944,05/05/2021
2997,Sucumbíos,230503,152,0,5,0.084722,-76.882778,05/05/2021
2998,Tungurahua,590600,447,2,331,-1.241667,-78.619722,05/05/2021
2999,Zamora Chinchipe,120416,88,0,3,-4.12,-78.8,05/05/2021
3000,Azuay,881394,418,7,35,-2.897414,-79.004481,06/05/2021
3001,Bolívar,209933,99,0,21,-1.605556,-79.003056,06/05/2021
3002,Carchi,186869,240,2,3,0.81218,-77.71633,06/05/2021
3003,Cañar,281396,127,0,8,-2.733333,-78.833333,06/05/2021
3004,Chimborazo,524004,421,1,131,-1.674347,-78.648294,06/05/2021
3005,Cotopaxi,488716,446,26,103,-0.933333,-78.616667,06/05/2021
3006,El Oro,715751,953,1,243,-3.266667,-79.966667,06/05/2021
3007,Esmeraldas,591083,356,0,71,1.05,-79.2,06/05/2021
3008,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,06/05/2021
3009,Guayas,4387434,2409,13,1768,-2.183333,-79.883333,06/05/2021
3010,Imbabura,476257,355,5,23,0.362678,-78.130667,06/05/2021
3011,Loja,521154,496,1,124,-3.983333,-79.2,06/05/2021
3012,Los Ríos,921763,443,1,349,-1.8,-79.533333,06/05/2021
3013,Manabí,1562079,2200,6,1157,-1.056181,-80.455217,06/05/2021
3014,Morona Santiago,196535,55,0,4,-2.3,-78.116667,06/05/2021
3015,Napo,133705,97,1,4,-0.989,-77.8159,06/05/2021
3016,Orellana,161338,69,0,22,-0.466667,-76.966667,06/05/2021
3017,Pastaza,114202,76,0,18,-1.066667,-78.001111,06/05/2021
3018,Pichincha,3228233,2834,30,347,-0.218611,-78.509722,06/05/2021
3019,Santa Elena,401178,411,0,281,-2.2267,-80.8583,06/05/2021
3020,Sto. Domingo Tsáchilas,511151,620,1,137,-0.254167,-79.171944,06/05/2021
3021,Sucumbíos,230503,154,2,5,0.084722,-76.882778,06/05/2021
3022,Tungurahua,590600,447,0,331,-1.241667,-78.619722,06/05/2021
3023,Zamora Chinchipe,120416,88,0,3,-4.12,-78.8,06/05/2021
3024,Azuay,881394,423,5,35,-2.897414,-79.004481,07/05/2021
3025,Bolívar,209933,99,0,22,-1.605556,-79.003056,07/05/2021
3026,Carchi,186869,242,2,3,0.81218,-77.71633,07/05/2021
3027,Cañar,281396,127,0,8,-2.733333,-78.833333,07/05/2021
3028,Chimborazo,524004,421,0,132,-1.674347,-78.648294,07/05/2021
3029,Cotopaxi,488716,447,1,103,-0.933333,-78.616667,07/05/2021
3030,El Oro,715751,953,0,243,-3.266667,-79.966667,07/05/2021
3031,Esmeraldas,591083,356,0,71,1.05,-79.2,07/05/2021
3032,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,07/05/2021
3033,Guayas,4387434,2409,0,1768,-2.183333,-79.883333,07/05/2021
3034,Imbabura,476257,358,3,23,0.362678,-78.130667,07/05/2021
3035,Loja,521154,498,2,127,-3.983333,-79.2,07/05/2021
3036,Los Ríos,921763,443,0,350,-1.8,-79.533333,07/05/2021
3037,Manabí,1562079,2203,3,1157,-1.056181,-80.455217,07/05/2021
3038,Morona Santiago,196535,55,0,5,-2.3,-78.116667,07/05/2021
3039,Napo,133705,97,0,4,-0.989,-77.8159,07/05/2021
3040,Orellana,161338,69,0,22,-0.466667,-76.966667,07/05/2021
3041,Pastaza,114202,76,0,18,-1.066667,-78.001111,07/05/2021
3042,Pichincha,3228233,2837,3,349,-0.218611,-78.509722,07/05/2021
3043,Santa Elena,401178,411,0,281,-2.2267,-80.8583,07/05/2021
3044,Sto. Domingo Tsáchilas,511151,621,1,137,-0.254167,-79.171944,07/05/2021
3045,Sucumbíos,230503,155,1,5,0.084722,-76.882778,07/05/2021
3046,Tungurahua,590600,457,10,333,-1.241667,-78.619722,07/05/2021
3047,Zamora Chinchipe,120416,88,0,4,-4.12,-78.8,07/05/2021
3048,Azuay,881394,430,7,35,-2.897414,-79.004481,08/05/2021
3049,Bolívar,209933,99,0,22,-1.605556,-79.003056,08/05/2021
3050,Carchi,186869,247,5,3,0.81218,-77.71633,08/05/2021
3051,Cañar,281396,127,0,9,-2.733333,-78.833333,08/05/2021
3052,Chimborazo,524004,421,0,132,-1.674347,-78.648294,08/05/2021
3053,Cotopaxi,488716,449,2,103,-0.933333,-78.616667,08/05/2021
3054,El Oro,715751,954,1,243,-3.266667,-79.966667,08/05/2021
3055,Esmeraldas,591083,356,0,71,1.05,-79.2,08/05/2021
3056,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,08/05/2021
3057,Guayas,4387434,2409,0,1769,-2.183333,-79.883333,08/05/2021
3058,Imbabura,476257,360,2,23,0.362678,-78.130667,08/05/2021
3059,Loja,521154,504,6,128,-3.983333,-79.2,08/05/2021
3060,Los Ríos,921763,443,0,351,-1.8,-79.533333,08/05/2021
3061,Manabí,1562079,2238,35,1158,-1.056181,-80.455217,08/05/2021
3062,Morona Santiago,196535,55,0,6,-2.3,-78.116667,08/05/2021
3063,Napo,133705,97,0,4,-0.989,-77.8159,08/05/2021
3064,Orellana,161338,69,0,22,-0.466667,-76.966667,08/05/2021
3065,Pastaza,114202,76,0,18,-1.066667,-78.001111,08/05/2021
3066,Pichincha,3228233,2840,3,350,-0.218611,-78.509722,08/05/2021
3067,Santa Elena,401178,411,0,281,-2.2267,-80.8583,08/05/2021
3068,Sto. Domingo Tsáchilas,511151,621,0,137,-0.254167,-79.171944,08/05/2021
3069,Sucumbíos,230503,158,3,5,0.084722,-76.882778,08/05/2021
3070,Tungurahua,590600,460,3,333,-1.241667,-78.619722,08/05/2021
3071,Zamora Chinchipe,120416,89,1,5,-4.12,-78.8,08/05/2021
3072,Azuay,881394,433,3,35,-2.897414,-79.004481,09/05/2021
3073,Bolívar,209933,101,2,22,-1.605556,-79.003056,09/05/2021
3074,Carchi,186869,249,2,3,0.81218,-77.71633,09/05/2021
3075,Cañar,281396,128,1,9,-2.733333,-78.833333,09/05/2021
3076,Chimborazo,524004,424,3,132,-1.674347,-78.648294,09/05/2021
3077,Cotopaxi,488716,449,0,103,-0.933333,-78.616667,09/05/2021
3078,El Oro,715751,960,6,243,-3.266667,-79.966667,09/05/2021
3079,Esmeraldas,591083,357,1,73,1.05,-79.2,09/05/2021
3080,Galápagos,33042,10,1,7,-0.7999999999999999,-89.4,09/05/2021
3081,Guayas,4387434,2438,29,1770,-2.183333,-79.883333,09/05/2021
3082,Imbabura,476257,360,0,23,0.362678,-78.130667,09/05/2021
3083,Loja,521154,505,1,129,-3.983333,-79.2,09/05/2021
3084,Los Ríos,921763,444,1,355,-1.8,-79.533333,09/05/2021
3085,Manabí,1562079,2250,12,1159,-1.056181,-80.455217,09/05/2021
3086,Morona Santiago,196535,55,0,6,-2.3,-78.116667,09/05/2021
3087,Napo,133705,97,0,4,-0.989,-77.8159,09/05/2021
3088,Orellana,161338,69,0,22,-0.466667,-76.966667,09/05/2021
3089,Pastaza,114202,80,4,19,-1.066667,-78.001111,09/05/2021
3090,Pichincha,3228233,2846,6,350,-0.218611,-78.509722,09/05/2021
3091,Santa Elena,401178,412,1,281,-2.2267,-80.8583,09/05/2021
3092,Sto. Domingo Tsáchilas,511151,621,0,137,-0.254167,-79.171944,09/05/2021
3093,Sucumbíos,230503,159,1,5,0.084722,-76.882778,09/05/2021
3094,Tungurahua,590600,460,0,333,-1.241667,-78.619722,09/05/2021
3095,Zamora Chinchipe,120416,90,1,5,-4.12,-78.8,09/05/2021
3096,Azuay,881394,434,1,35,-2.897414,-79.004481,10/05/2021
3097,Bolívar,209933,101,0,22,-1.605556,-79.003056,10/05/2021
3098,Carchi,186869,249,0,3,0.81218,-77.71633,10/05/2021
3099,Cañar,281396,128,0,9,-2.733333,-78.833333,10/05/2021
3100,Chimborazo,524004,424,0,132,-1.674347,-78.648294,10/05/2021
3101,Cotopaxi,488716,449,0,103,-0.933333,-78.616667,10/05/2021
3102,El Oro,715751,964,4,243,-3.266667,-79.966667,10/05/2021
3103,Esmeraldas,591083,357,0,73,1.05,-79.2,10/05/2021
3104,Galápagos,33042,10,0,7,-0.7999999999999999,-89.4,10/05/2021
3105,Guayas,4387434,2444,6,1770,-2.183333,-79.883333,10/05/2021
3106,Imbabura,476257,361,1,23,0.362678,-78.130667,10/05/2021
3107,Loja,521154,506,1,129,-3.983333,-79.2,10/05/2021
3108,Los Ríos,921763,445,1,356,-1.8,-79.533333,10/05/2021
3109,Manabí,1562079,2251,1,1159,-1.056181,-80.455217,10/05/2021
3110,Morona Santiago,196535,55,0,6,-2.3,-78.116667,10/05/2021
3111,Napo,133705,97,0,4,-0.989,-77.8159,10/05/2021
3112,Orellana,161338,69,0,22,-0.466667,-76.966667,10/05/2021
3113,Pastaza,114202,80,0,19,-1.066667,-78.001111,10/05/2021
3114,Pichincha,3228233,2848,2,350,-0.218611,-78.509722,10/05/2021
3115,Santa Elena,401178,412,0,281,-2.2267,-80.8583,10/05/2021
3116,Sto. Domingo Tsáchilas,511151,623,2,137,-0.254167,-79.171944,10/05/2021
3117,Sucumbíos,230503,159,0,5,0.084722,-76.882778,10/05/2021
3118,Tungurahua,590600,460,0,333,-1.241667,-78.619722,10/05/2021
3119,Zamora Chinchipe,120416,90,0,5,-4.12,-78.8,10/05/2021
3120,Azuay,881394,442,8,36,-2.897414,-79.004481,11/05/2021
3121,Bolívar,209933,101,0,22,-1.605556,-79.003056,11/05/2021
3122,Carchi,186869,251,2,3,0.81218,-77.71633,11/05/2021
3123,Cañar,281396,129,1,9,-2.733333,-78.833333,11/05/2021
3124,Chimborazo,524004,424,0,132,-1.674347,-78.648294,11/05/2021
3125,Cotopaxi,488716,450,1,103,-0.933333,-78.616667,11/05/2021
3126,El Oro,715751,969,5,243,-3.266667,-79.966667,11/05/2021
3127,Esmeraldas,591083,357,0,73,1.05,-79.2,11/05/2021
3128,Galápagos,33042,10,0,7,-0.7999999999999999,-89.4,11/05/2021
3129,Guayas,4387434,2444,0,1770,-2.183333,-79.883333,11/05/2021
3130,Imbabura,476257,364,3,23,0.362678,-78.130667,11/05/2021
3131,Loja,521154,507,1,129,-3.983333,-79.2,11/05/2021
3132,Los Ríos,921763,445,0,356,-1.8,-79.533333,11/05/2021
3133,Manabí,1562079,2252,1,1161,-1.056181,-80.455217,11/05/2021
3134,Morona Santiago,196535,56,1,6,-2.3,-78.116667,11/05/2021
3135,Napo,133705,97,0,4,-0.989,-77.8159,11/05/2021
3136,Orellana,161338,71,2,22,-0.466667,-76.966667,11/05/2021
3137,Pastaza,114202,81,1,19,-1.066667,-78.001111,11/05/2021
3138,Pichincha,3228233,2848,0,351,-0.218611,-78.509722,11/05/2021
3139,Santa Elena,401178,412,0,281,-2.2267,-80.8583,11/05/2021
3140,Sto. Domingo Tsáchilas,511151,629,6,137,-0.254167,-79.171944,11/05/2021
3141,Sucumbíos,230503,162,3,7,0.084722,-76.882778,11/05/2021
3142,Tungurahua,590600,461,1,333,-1.241667,-78.619722,11/05/2021
3143,Zamora Chinchipe,120416,92,2,5,-4.12,-78.8,11/05/2021
3144,Azuay,881394,449,7,36,-2.897414,-79.004481,12/05/2021
3145,Bolívar,209933,101,0,22,-1.605556,-79.003056,12/05/2021
3146,Carchi,186869,253,2,3,0.81218,-77.71633,12/05/2021
3147,Cañar,281396,130,1,10,-2.733333,-78.833333,12/05/2021
3148,Chimborazo,524004,424,0,132,-1.674347,-78.648294,12/05/2021
3149,Cotopaxi,488716,451,1,104,-0.933333,-78.616667,12/05/2021
3150,El Oro,715751,975,6,243,-3.266667,-79.966667,12/05/2021
3151,Esmeraldas,591083,357,0,73,1.05,-79.2,12/05/2021
3152,Galápagos,33042,10,0,7,-0.7999999999999999,-89.4,12/05/2021
3153,Guayas,4387434,2449,5,1770,-2.183333,-79.883333,12/05/2021
3154,Imbabura,476257,366,2,23,0.362678,-78.130667,12/05/2021
3155,Loja,521154,511,4,133,-3.983333,-79.2,12/05/2021
3156,Los Ríos,921763,447,2,358,-1.8,-79.533333,12/05/2021
3157,Manabí,1562079,2265,13,1161,-1.056181,-80.455217,12/05/2021
