,provincia,poblacion,total,nuevas,probables,lat,lng,created_at
4826,Carchi,186869,96,0,1,0.81218,-77.71633,13/10/2020
4827,Cañar,281396,72,0,7,-2.733333,-78.833333,13/10/2020
4828,Chimborazo,524004,302,0,118,-1.674347,-78.648294,13/10/2020
4829,Cotopaxi,488716,243,3,56,-0.933333,-78.616667,13/10/2020
4830,El Oro,715751,423,3,169,-3.266667,-79.966667,13/10/2020
4831,Esmeraldas,591083,207,0,51,1.05,-79.2,13/10/2020
4832,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,13/10/2020
4833,Guayas,4387434,1722,0,1652,-2.183333,-79.883333,13/10/2020
4834,Imbabura,476257,156,1,6,0.362678,-78.130667,13/10/2020
4835,Loja,521154,209,1,42,-3.983333,-79.2,13/10/2020
4836,Los Ríos,921763,339,1,234,-1.8,-79.533333,13/10/2020
4837,Manabí,1562079,980,0,1006,-1.056181,-80.455217,13/10/2020
4838,Morona Santiago,196535,22,0,0,-2.3,-78.116667,13/10/2020
4839,Napo,133705,74,1,3,-0.989,-77.8159,13/10/2020
4840,Orellana,161338,53,0,17,-0.466667,-76.966667,13/10/2020
4841,Pastaza,114202,58,0,14,-1.066667,-78.001111,13/10/2020
4842,Pichincha,3228233,1685,4,237,-0.218611,-78.509722,13/10/2020
4843,Santa Elena,401178,368,0,274,-2.2267,-80.8583,13/10/2020
4844,Sto. Domingo Tsáchilas,511151,349,1,113,-0.254167,-79.171944,13/10/2020
4845,Sucumbíos,230503,91,0,2,0.084722,-76.882778,13/10/2020
4846,Tungurahua,590600,263,0,219,-1.241667,-78.619722,13/10/2020
4847,Zamora Chinchipe,120416,52,0,0,-4.12,-78.8,13/10/2020
4848,Azuay,881394,168,5,11,-2.897414,-79.004481,14/10/2020
4849,Bolívar,209933,63,0,11,-1.605556,-79.003056,14/10/2020
4850,Carchi,186869,96,0,1,0.81218,-77.71633,14/10/2020
4851,Cañar,281396,72,0,7,-2.733333,-78.833333,14/10/2020
4852,Chimborazo,524004,303,1,118,-1.674347,-78.648294,14/10/2020
4853,Cotopaxi,488716,243,0,57,-0.933333,-78.616667,14/10/2020
4854,El Oro,715751,425,2,169,-3.266667,-79.966667,14/10/2020
4855,Esmeraldas,591083,207,0,51,1.05,-79.2,14/10/2020
4856,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,14/10/2020
4857,Guayas,4387434,1722,0,1652,-2.183333,-79.883333,14/10/2020
4858,Imbabura,476257,157,1,6,0.362678,-78.130667,14/10/2020
4859,Loja,521154,210,1,43,-3.983333,-79.2,14/10/2020
4860,Los Ríos,921763,339,0,236,-1.8,-79.533333,14/10/2020
4861,Manabí,1562079,981,1,1009,-1.056181,-80.455217,14/10/2020
4862,Morona Santiago,196535,22,0,0,-2.3,-78.116667,14/10/2020
4863,Napo,133705,74,0,3,-0.989,-77.8159,14/10/2020
4864,Orellana,161338,53,0,17,-0.466667,-76.966667,14/10/2020
4865,Pastaza,114202,58,0,14,-1.066667,-78.001111,14/10/2020
4866,Pichincha,3228233,1693,8,238,-0.218611,-78.509722,14/10/2020
4867,Santa Elena,401178,368,0,274,-2.2267,-80.8583,14/10/2020
4868,Sto. Domingo Tsáchilas,511151,350,1,114,-0.254167,-79.171944,14/10/2020
4869,Sucumbíos,230503,91,0,2,0.084722,-76.882778,14/10/2020
4870,Tungurahua,590600,263,0,219,-1.241667,-78.619722,14/10/2020
4871,Zamora Chinchipe,120416,52,0,0,-4.12,-78.8,14/10/2020
4872,Azuay,881394,169,1,11,-2.897414,-79.004481,15/10/2020
4873,Bolívar,209933,63,0,11,-1.605556,-79.003056,15/10/2020
4874,Carchi,186869,96,0,1,0.81218,-77.71633,15/10/2020
4875,Cañar,281396,75,3,7,-2.733333,-78.833333,15/10/2020
4876,Chimborazo,524004,303,0,118,-1.674347,-78.648294,15/10/2020
4877,Cotopaxi,488716,243,0,59,-0.933333,-78.616667,15/10/2020
4878,El Oro,715751,425,0,170,-3.266667,-79.966667,15/10/2020
4879,Esmeraldas,591083,207,0,52,1.05,-79.2,15/10/2020
4880,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,15/10/2020
4881,Guayas,4387434,1725,3,1652,-2.183333,-79.883333,15/10/2020
4882,Imbabura,476257,158,1,6,0.362678,-78.130667,15/10/2020
4883,Loja,521154,210,0,43,-3.983333,-79.2,15/10/2020
4884,Los Ríos,921763,339,0,236,-1.8,-79.533333,15/10/2020
4885,Manabí,1562079,984,3,1025,-1.056181,-80.455217,15/10/2020
4886,Morona Santiago,196535,22,0,0,-2.3,-78.116667,15/10/2020
4887,Napo,133705,74,0,3,-0.989,-77.8159,15/10/2020
4888,Orellana,161338,53,0,17,-0.466667,-76.966667,15/10/2020
4889,Pastaza,114202,58,0,15,-1.066667,-78.001111,15/10/2020
4890,Pichincha,3228233,1701,8,238,-0.218611,-78.509722,15/10/2020
4891,Santa Elena,401178,368,0,274,-2.2267,-80.8583,15/10/2020
4892,Sto. Domingo Tsáchilas,511151,350,0,116,-0.254167,-79.171944,15/10/2020
4893,Sucumbíos,230503,91,0,2,0.084722,-76.882778,15/10/2020
4894,Tungurahua,590600,263,0,219,-1.241667,-78.619722,15/10/2020
4895,Zamora Chinchipe,120416,52,0,0,-4.12,-78.8,15/10/2020
4896,Azuay,881394,169,0,11,-2.897414,-79.004481,16/10/2020
4897,Bolívar,209933,64,1,11,-1.605556,-79.003056,16/10/2020
4898,Carchi,186869,97,1,1,0.81218,-77.71633,16/10/2020
4899,Cañar,281396,75,0,7,-2.733333,-78.833333,16/10/2020
4900,Chimborazo,524004,303,0,118,-1.674347,-78.648294,16/10/2020
4901,Cotopaxi,488716,270,27,59,-0.933333,-78.616667,16/10/2020
4902,El Oro,715751,426,1,176,-3.266667,-79.966667,16/10/2020
4903,Esmeraldas,591083,207,0,52,1.05,-79.2,16/10/2020
4904,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,16/10/2020
4905,Guayas,4387434,1727,2,1652,-2.183333,-79.883333,16/10/2020
4906,Imbabura,476257,158,0,6,0.362678,-78.130667,16/10/2020
4907,Loja,521154,210,0,43,-3.983333,-79.2,16/10/2020
4908,Los Ríos,921763,339,0,236,-1.8,-79.533333,16/10/2020
4909,Manabí,1562079,984,0,1028,-1.056181,-80.455217,16/10/2020
4910,Morona Santiago,196535,22,0,0,-2.3,-78.116667,16/10/2020
4911,Napo,133705,74,0,3,-0.989,-77.8159,16/10/2020
4912,Orellana,161338,53,0,17,-0.466667,-76.966667,16/10/2020
4913,Pastaza,114202,58,0,15,-1.066667,-78.001111,16/10/2020
4914,Pichincha,3228233,1708,7,238,-0.218611,-78.509722,16/10/2020
4915,Santa Elena,401178,368,0,274,-2.2267,-80.8583,16/10/2020
4916,Sto. Domingo Tsáchilas,511151,351,1,116,-0.254167,-79.171944,16/10/2020
4917,Sucumbíos,230503,91,0,2,0.084722,-76.882778,16/10/2020
4918,Tungurahua,590600,265,2,219,-1.241667,-78.619722,16/10/2020
4919,Zamora Chinchipe,120416,52,0,0,-4.12,-78.8,16/10/2020
4920,Azuay,881394,170,1,11,-2.897414,-79.004481,17/10/2020
4921,Bolívar,209933,64,0,11,-1.605556,-79.003056,17/10/2020
4922,Carchi,186869,97,0,1,0.81218,-77.71633,17/10/2020
4923,Cañar,281396,77,2,7,-2.733333,-78.833333,17/10/2020
4924,Chimborazo,524004,303,0,118,-1.674347,-78.648294,17/10/2020
4925,Cotopaxi,488716,270,0,59,-0.933333,-78.616667,17/10/2020
4926,El Oro,715751,436,10,181,-3.266667,-79.966667,17/10/2020
4927,Esmeraldas,591083,207,0,52,1.05,-79.2,17/10/2020
4928,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,17/10/2020
4929,Guayas,4387434,1727,0,1651,-2.183333,-79.883333,17/10/2020
4930,Imbabura,476257,158,0,6,0.362678,-78.130667,17/10/2020
4931,Loja,521154,210,0,44,-3.983333,-79.2,17/10/2020
4932,Los Ríos,921763,339,0,236,-1.8,-79.533333,17/10/2020
4933,Manabí,1562079,984,0,1027,-1.056181,-80.455217,17/10/2020
4934,Morona Santiago,196535,22,0,0,-2.3,-78.116667,17/10/2020
4935,Napo,133705,74,0,2,-0.989,-77.8159,17/10/2020
4936,Orellana,161338,53,0,17,-0.466667,-76.966667,17/10/2020
4937,Pastaza,114202,59,1,15,-1.066667,-78.001111,17/10/2020
4938,Pichincha,3228233,1708,0,238,-0.218611,-78.509722,17/10/2020
4939,Santa Elena,401178,368,0,274,-2.2267,-80.8583,17/10/2020
4940,Sto. Domingo Tsáchilas,511151,351,0,116,-0.254167,-79.171944,17/10/2020
4941,Sucumbíos,230503,91,0,2,0.084722,-76.882778,17/10/2020
4942,Tungurahua,590600,266,1,219,-1.241667,-78.619722,17/10/2020
4943,Zamora Chinchipe,120416,52,0,0,-4.12,-78.8,17/10/2020
4944,Azuay,881394,170,0,11,-2.897414,-79.004481,18/10/2020
4945,Bolívar,209933,64,0,11,-1.605556,-79.003056,18/10/2020
4946,Carchi,186869,98,1,1,0.81218,-77.71633,18/10/2020
4947,Cañar,281396,77,0,7,-2.733333,-78.833333,18/10/2020
4948,Chimborazo,524004,303,0,118,-1.674347,-78.648294,18/10/2020
4949,Cotopaxi,488716,271,1,59,-0.933333,-78.616667,18/10/2020
4950,El Oro,715751,437,1,181,-3.266667,-79.966667,18/10/2020
4951,Esmeraldas,591083,207,0,52,1.05,-79.2,18/10/2020
4952,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,18/10/2020
4953,Guayas,4387434,1728,1,1651,-2.183333,-79.883333,18/10/2020
4954,Imbabura,476257,159,1,6,0.362678,-78.130667,18/10/2020
4955,Loja,521154,210,0,44,-3.983333,-79.2,18/10/2020
4956,Los Ríos,921763,339,0,236,-1.8,-79.533333,18/10/2020
4957,Manabí,1562079,989,5,1027,-1.056181,-80.455217,18/10/2020
4958,Morona Santiago,196535,22,0,0,-2.3,-78.116667,18/10/2020
4959,Napo,133705,74,0,2,-0.989,-77.8159,18/10/2020
4960,Orellana,161338,53,0,17,-0.466667,-76.966667,18/10/2020
4961,Pastaza,114202,59,0,15,-1.066667,-78.001111,18/10/2020
4962,Pichincha,3228233,1710,2,238,-0.218611,-78.509722,18/10/2020
4963,Santa Elena,401178,368,0,274,-2.2267,-80.8583,18/10/2020
4964,Sto. Domingo Tsáchilas,511151,351,0,116,-0.254167,-79.171944,18/10/2020
4965,Sucumbíos,230503,91,0,2,0.084722,-76.882778,18/10/2020
4966,Tungurahua,590600,266,0,219,-1.241667,-78.619722,18/10/2020
4967,Zamora Chinchipe,120416,52,0,0,-4.12,-78.8,18/10/2020
4968,Azuay,881394,170,0,11,-2.897414,-79.004481,19/10/2020
4969,Bolívar,209933,64,0,11,-1.605556,-79.003056,19/10/2020
4970,Carchi,186869,98,0,1,0.81218,-77.71633,19/10/2020
4971,Cañar,281396,77,0,7,-2.733333,-78.833333,19/10/2020
4972,Chimborazo,524004,303,0,118,-1.674347,-78.648294,19/10/2020
4973,Cotopaxi,488716,271,0,59,-0.933333,-78.616667,19/10/2020
4974,El Oro,715751,438,1,181,-3.266667,-79.966667,19/10/2020
4975,Esmeraldas,591083,207,0,52,1.05,-79.2,19/10/2020
4976,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,19/10/2020
4977,Guayas,4387434,1729,1,1651,-2.183333,-79.883333,19/10/2020
4978,Imbabura,476257,159,0,6,0.362678,-78.130667,19/10/2020
4979,Loja,521154,210,0,44,-3.983333,-79.2,19/10/2020
4980,Los Ríos,921763,339,0,236,-1.8,-79.533333,19/10/2020
4981,Manabí,1562079,992,3,1028,-1.056181,-80.455217,19/10/2020
4982,Morona Santiago,196535,22,0,0,-2.3,-78.116667,19/10/2020
4983,Napo,133705,74,0,2,-0.989,-77.8159,19/10/2020
4984,Orellana,161338,53,0,17,-0.466667,-76.966667,19/10/2020
4985,Pastaza,114202,59,0,15,-1.066667,-78.001111,19/10/2020
4986,Pichincha,3228233,1712,2,238,-0.218611,-78.509722,19/10/2020
4987,Santa Elena,401178,368,0,274,-2.2267,-80.8583,19/10/2020
4988,Sto. Domingo Tsáchilas,511151,351,0,116,-0.254167,-79.171944,19/10/2020
4989,Sucumbíos,230503,91,0,2,0.084722,-76.882778,19/10/2020
4990,Tungurahua,590600,266,0,219,-1.241667,-78.619722,19/10/2020
4991,Zamora Chinchipe,120416,52,0,0,-4.12,-78.8,19/10/2020
4992,Azuay,881394,170,0,11,-2.897414,-79.004481,20/10/2020
4993,Bolívar,209933,64,0,11,-1.605556,-79.003056,20/10/2020
4994,Carchi,186869,99,1,1,0.81218,-77.71633,20/10/2020
4995,Cañar,281396,77,0,7,-2.733333,-78.833333,20/10/2020
4996,Chimborazo,524004,304,1,118,-1.674347,-78.648294,20/10/2020
4997,Cotopaxi,488716,273,2,59,-0.933333,-78.616667,20/10/2020
4998,El Oro,715751,438,0,181,-3.266667,-79.966667,20/10/2020
4999,Esmeraldas,591083,209,2,52,1.05,-79.2,20/10/2020
5000,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,20/10/2020
5001,Guayas,4387434,1729,0,1651,-2.183333,-79.883333,20/10/2020
5002,Imbabura,476257,160,1,6,0.362678,-78.130667,20/10/2020
5003,Loja,521154,210,0,44,-3.983333,-79.2,20/10/2020
5004,Los Ríos,921763,339,0,236,-1.8,-79.533333,20/10/2020
5005,Manabí,1562079,992,0,1028,-1.056181,-80.455217,20/10/2020
5006,Morona Santiago,196535,22,0,0,-2.3,-78.116667,20/10/2020
5007,Napo,133705,74,0,2,-0.989,-77.8159,20/10/2020
5008,Orellana,161338,53,0,17,-0.466667,-76.966667,20/10/2020
5009,Pastaza,114202,59,0,15,-1.066667,-78.001111,20/10/2020
5010,Pichincha,3228233,1714,2,238,-0.218611,-78.509722,20/10/2020
5011,Santa Elena,401178,368,0,274,-2.2267,-80.8583,20/10/2020
5012,Sto. Domingo Tsáchilas,511151,351,0,116,-0.254167,-79.171944,20/10/2020
5013,Sucumbíos,230503,91,0,2,0.084722,-76.882778,20/10/2020
5014,Tungurahua,590600,266,0,219,-1.241667,-78.619722,20/10/2020
5015,Zamora Chinchipe,120416,52,0,0,-4.12,-78.8,20/10/2020
5016,Azuay,881394,174,4,11,-2.897414,-79.004481,21/10/2020
5017,Bolívar,209933,64,0,11,-1.605556,-79.003056,21/10/2020
5018,Carchi,186869,100,1,1,0.81218,-77.71633,21/10/2020
5019,Cañar,281396,77,0,7,-2.733333,-78.833333,21/10/2020
5020,Chimborazo,524004,304,0,118,-1.674347,-78.648294,21/10/2020
5021,Cotopaxi,488716,275,2,60,-0.933333,-78.616667,21/10/2020
5022,El Oro,715751,438,0,181,-3.266667,-79.966667,21/10/2020
5023,Esmeraldas,591083,214,5,52,1.05,-79.2,21/10/2020
5024,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,21/10/2020
5025,Guayas,4387434,1729,0,1651,-2.183333,-79.883333,21/10/2020
5026,Imbabura,476257,161,1,6,0.362678,-78.130667,21/10/2020
5027,Loja,521154,214,4,44,-3.983333,-79.2,21/10/2020
5028,Los Ríos,921763,339,0,236,-1.8,-79.533333,21/10/2020
5029,Manabí,1562079,1002,10,1031,-1.056181,-80.455217,21/10/2020
5030,Morona Santiago,196535,22,0,0,-2.3,-78.116667,21/10/2020
5031,Napo,133705,74,0,2,-0.989,-77.8159,21/10/2020
5032,Orellana,161338,53,0,17,-0.466667,-76.966667,21/10/2020
5033,Pastaza,114202,59,0,15,-1.066667,-78.001111,21/10/2020
5034,Pichincha,3228233,1729,15,238,-0.218611,-78.509722,21/10/2020
5035,Santa Elena,401178,368,0,274,-2.2267,-80.8583,21/10/2020
5036,Sto. Domingo Tsáchilas,511151,354,3,116,-0.254167,-79.171944,21/10/2020
5037,Sucumbíos,230503,91,0,2,0.084722,-76.882778,21/10/2020
5038,Tungurahua,590600,266,0,219,-1.241667,-78.619722,21/10/2020
5039,Zamora Chinchipe,120416,52,0,0,-4.12,-78.8,21/10/2020
5040,Azuay,881394,182,8,11,-2.897414,-79.004481,22/10/2020
5041,Bolívar,209933,64,0,11,-1.605556,-79.003056,22/10/2020
5042,Carchi,186869,100,0,1,0.81218,-77.71633,22/10/2020
5043,Cañar,281396,79,2,7,-2.733333,-78.833333,22/10/2020
5044,Chimborazo,524004,305,1,118,-1.674347,-78.648294,22/10/2020
5045,Cotopaxi,488716,275,0,61,-0.933333,-78.616667,22/10/2020
5046,El Oro,715751,442,4,183,-3.266667,-79.966667,22/10/2020
5047,Esmeraldas,591083,214,0,52,1.05,-79.2,22/10/2020
5048,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,22/10/2020
5049,Guayas,4387434,1730,1,1651,-2.183333,-79.883333,22/10/2020
5050,Imbabura,476257,161,0,6,0.362678,-78.130667,22/10/2020
5051,Loja,521154,216,2,44,-3.983333,-79.2,22/10/2020
5052,Los Ríos,921763,341,2,237,-1.8,-79.533333,22/10/2020
5053,Manabí,1562079,1002,0,1031,-1.056181,-80.455217,22/10/2020
5054,Morona Santiago,196535,22,0,0,-2.3,-78.116667,22/10/2020
5055,Napo,133705,74,0,2,-0.989,-77.8159,22/10/2020
5056,Orellana,161338,53,0,17,-0.466667,-76.966667,22/10/2020
5057,Pastaza,114202,59,0,15,-1.066667,-78.001111,22/10/2020
5058,Pichincha,3228233,1739,10,243,-0.218611,-78.509722,22/10/2020
5059,Santa Elena,401178,368,0,274,-2.2267,-80.8583,22/10/2020
5060,Sto. Domingo Tsáchilas,511151,354,0,116,-0.254167,-79.171944,22/10/2020
5061,Sucumbíos,230503,91,0,2,0.084722,-76.882778,22/10/2020
5062,Tungurahua,590600,271,5,221,-1.241667,-78.619722,22/10/2020
5063,Zamora Chinchipe,120416,52,0,1,-4.12,-78.8,22/10/2020
5064,Azuay,881394,182,0,11,-2.897414,-79.004481,23/10/2020
5065,Bolívar,209933,64,0,12,-1.605556,-79.003056,23/10/2020
5066,Carchi,186869,101,1,1,0.81218,-77.71633,23/10/2020
5067,Cañar,281396,79,0,7,-2.733333,-78.833333,23/10/2020
5068,Chimborazo,524004,309,4,118,-1.674347,-78.648294,23/10/2020
5069,Cotopaxi,488716,277,2,61,-0.933333,-78.616667,23/10/2020
5070,El Oro,715751,443,1,183,-3.266667,-79.966667,23/10/2020
5071,Esmeraldas,591083,214,0,52,1.05,-79.2,23/10/2020
5072,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,23/10/2020
5073,Guayas,4387434,1732,2,1651,-2.183333,-79.883333,23/10/2020
5074,Imbabura,476257,162,1,7,0.362678,-78.130667,23/10/2020
5075,Loja,521154,218,2,44,-3.983333,-79.2,23/10/2020
5076,Los Ríos,921763,341,0,237,-1.8,-79.533333,23/10/2020
5077,Manabí,1562079,1004,2,1031,-1.056181,-80.455217,23/10/2020
5078,Morona Santiago,196535,22,0,0,-2.3,-78.116667,23/10/2020
5079,Napo,133705,74,0,2,-0.989,-77.8159,23/10/2020
5080,Orellana,161338,53,0,17,-0.466667,-76.966667,23/10/2020
5081,Pastaza,114202,59,0,15,-1.066667,-78.001111,23/10/2020
5082,Pichincha,3228233,1745,6,243,-0.218611,-78.509722,23/10/2020
5083,Santa Elena,401178,368,0,274,-2.2267,-80.8583,23/10/2020
5084,Sto. Domingo Tsáchilas,511151,357,3,116,-0.254167,-79.171944,23/10/2020
5085,Sucumbíos,230503,92,1,2,0.084722,-76.882778,23/10/2020
5086,Tungurahua,590600,271,0,221,-1.241667,-78.619722,23/10/2020
5087,Zamora Chinchipe,120416,53,1,1,-4.12,-78.8,23/10/2020
5088,Azuay,881394,183,1,12,-2.897414,-79.004481,24/10/2020
5089,Bolívar,209933,65,1,12,-1.605556,-79.003056,24/10/2020
5090,Carchi,186869,101,0,1,0.81218,-77.71633,24/10/2020
5091,Cañar,281396,81,2,6,-2.733333,-78.833333,24/10/2020
5092,Chimborazo,524004,309,0,118,-1.674347,-78.648294,24/10/2020
5093,Cotopaxi,488716,277,0,61,-0.933333,-78.616667,24/10/2020
5094,El Oro,715751,445,2,183,-3.266667,-79.966667,24/10/2020
5095,Esmeraldas,591083,214,0,51,1.05,-79.2,24/10/2020
5096,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,24/10/2020
5097,Guayas,4387434,1733,1,1651,-2.183333,-79.883333,24/10/2020
5098,Imbabura,476257,162,0,7,0.362678,-78.130667,24/10/2020
5099,Loja,521154,221,3,44,-3.983333,-79.2,24/10/2020
5100,Los Ríos,921763,341,0,237,-1.8,-79.533333,24/10/2020
5101,Manabí,1562079,1004,0,1032,-1.056181,-80.455217,24/10/2020
5102,Morona Santiago,196535,22,0,0,-2.3,-78.116667,24/10/2020
5103,Napo,133705,74,0,2,-0.989,-77.8159,24/10/2020
5104,Orellana,161338,53,0,17,-0.466667,-76.966667,24/10/2020
5105,Pastaza,114202,59,0,15,-1.066667,-78.001111,24/10/2020
5106,Pichincha,3228233,1748,3,243,-0.218611,-78.509722,24/10/2020
5107,Santa Elena,401178,368,0,274,-2.2267,-80.8583,24/10/2020
5108,Sto. Domingo Tsáchilas,511151,358,1,116,-0.254167,-79.171944,24/10/2020
5109,Sucumbíos,230503,92,0,2,0.084722,-76.882778,24/10/2020
5110,Tungurahua,590600,271,0,221,-1.241667,-78.619722,24/10/2020
5111,Zamora Chinchipe,120416,53,0,1,-4.12,-78.8,24/10/2020
5112,Azuay,881394,183,0,12,-2.897414,-79.004481,25/10/2020
5113,Bolívar,209933,65,0,12,-1.605556,-79.003056,25/10/2020
5114,Carchi,186869,101,0,1,0.81218,-77.71633,25/10/2020
5115,Cañar,281396,81,0,6,-2.733333,-78.833333,25/10/2020
5116,Chimborazo,524004,309,0,118,-1.674347,-78.648294,25/10/2020
5117,Cotopaxi,488716,277,0,61,-0.933333,-78.616667,25/10/2020
5118,El Oro,715751,445,0,183,-3.266667,-79.966667,25/10/2020
5119,Esmeraldas,591083,216,2,51,1.05,-79.2,25/10/2020
5120,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,25/10/2020
5121,Guayas,4387434,1734,1,1651,-2.183333,-79.883333,25/10/2020
5122,Imbabura,476257,163,1,7,0.362678,-78.130667,25/10/2020
5123,Loja,521154,221,0,44,-3.983333,-79.2,25/10/2020
5124,Los Ríos,921763,341,0,237,-1.8,-79.533333,25/10/2020
5125,Manabí,1562079,1007,3,1030,-1.056181,-80.455217,25/10/2020
5126,Morona Santiago,196535,22,0,0,-2.3,-78.116667,25/10/2020
5127,Napo,133705,74,0,2,-0.989,-77.8159,25/10/2020
5128,Orellana,161338,53,0,17,-0.466667,-76.966667,25/10/2020
5129,Pastaza,114202,60,1,15,-1.066667,-78.001111,25/10/2020
5130,Pichincha,3228233,1752,4,243,-0.218611,-78.509722,25/10/2020
5131,Santa Elena,401178,368,0,274,-2.2267,-80.8583,25/10/2020
5132,Sto. Domingo Tsáchilas,511151,359,1,116,-0.254167,-79.171944,25/10/2020
5133,Sucumbíos,230503,92,0,2,0.084722,-76.882778,25/10/2020
5134,Tungurahua,590600,271,0,221,-1.241667,-78.619722,25/10/2020
5135,Zamora Chinchipe,120416,53,0,1,-4.12,-78.8,25/10/2020
5136,Azuay,881394,183,0,12,-2.897414,-79.004481,26/10/2020
5137,Bolívar,209933,65,0,12,-1.605556,-79.003056,26/10/2020
5138,Carchi,186869,101,0,1,0.81218,-77.71633,26/10/2020
5139,Cañar,281396,81,0,6,-2.733333,-78.833333,26/10/2020
5140,Chimborazo,524004,309,0,118,-1.674347,-78.648294,26/10/2020
5141,Cotopaxi,488716,277,0,61,-0.933333,-78.616667,26/10/2020
5142,El Oro,715751,458,13,183,-3.266667,-79.966667,26/10/2020
5143,Esmeraldas,591083,216,0,51,1.05,-79.2,26/10/2020
5144,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,26/10/2020
5145,Guayas,4387434,1734,0,1651,-2.183333,-79.883333,26/10/2020
5146,Imbabura,476257,164,1,7,0.362678,-78.130667,26/10/2020
5147,Loja,521154,221,0,44,-3.983333,-79.2,26/10/2020
5148,Los Ríos,921763,341,0,237,-1.8,-79.533333,26/10/2020
5149,Manabí,1562079,1007,0,1032,-1.056181,-80.455217,26/10/2020
5150,Morona Santiago,196535,22,0,0,-2.3,-78.116667,26/10/2020
5151,Napo,133705,74,0,2,-0.989,-77.8159,26/10/2020
5152,Orellana,161338,53,0,17,-0.466667,-76.966667,26/10/2020
5153,Pastaza,114202,60,0,15,-1.066667,-78.001111,26/10/2020
5154,Pichincha,3228233,1756,4,243,-0.218611,-78.509722,26/10/2020
5155,Santa Elena,401178,368,0,274,-2.2267,-80.8583,26/10/2020
5156,Sto. Domingo Tsáchilas,511151,359,0,116,-0.254167,-79.171944,26/10/2020
5157,Sucumbíos,230503,92,0,2,0.084722,-76.882778,26/10/2020
5158,Tungurahua,590600,271,0,221,-1.241667,-78.619722,26/10/2020
5159,Zamora Chinchipe,120416,53,0,1,-4.12,-78.8,26/10/2020
5160,Azuay,881394,186,3,12,-2.897414,-79.004481,27/10/2020
5161,Bolívar,209933,65,0,12,-1.605556,-79.003056,27/10/2020
5162,Carchi,186869,102,1,1,0.81218,-77.71633,27/10/2020
5163,Cañar,281396,81,0,6,-2.733333,-78.833333,27/10/2020
5164,Chimborazo,524004,309,0,118,-1.674347,-78.648294,27/10/2020
5165,Cotopaxi,488716,278,1,61,-0.933333,-78.616667,27/10/2020
5166,El Oro,715751,459,1,183,-3.266667,-79.966667,27/10/2020
5167,Esmeraldas,591083,216,0,51,1.05,-79.2,27/10/2020
5168,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,27/10/2020
5169,Guayas,4387434,1734,0,1651,-2.183333,-79.883333,27/10/2020
5170,Imbabura,476257,165,1,7,0.362678,-78.130667,27/10/2020
5171,Loja,521154,221,0,44,-3.983333,-79.2,27/10/2020
5172,Los Ríos,921763,341,0,237,-1.8,-79.533333,27/10/2020
5173,Manabí,1562079,1012,5,1032,-1.056181,-80.455217,27/10/2020
5174,Morona Santiago,196535,22,0,0,-2.3,-78.116667,27/10/2020
5175,Napo,133705,74,0,2,-0.989,-77.8159,27/10/2020
5176,Orellana,161338,53,0,17,-0.466667,-76.966667,27/10/2020
5177,Pastaza,114202,60,0,15,-1.066667,-78.001111,27/10/2020
5178,Pichincha,3228233,1758,2,244,-0.218611,-78.509722,27/10/2020
5179,Santa Elena,401178,368,0,274,-2.2267,-80.8583,27/10/2020
5180,Sto. Domingo Tsáchilas,511151,359,0,116,-0.254167,-79.171944,27/10/2020
5181,Sucumbíos,230503,92,0,2,0.084722,-76.882778,27/10/2020
5182,Tungurahua,590600,271,0,221,-1.241667,-78.619722,27/10/2020
5183,Zamora Chinchipe,120416,53,0,1,-4.12,-78.8,27/10/2020
5184,Azuay,881394,190,4,12,-2.897414,-79.004481,28/10/2020
5185,Bolívar,209933,66,1,12,-1.605556,-79.003056,28/10/2020
5186,Carchi,186869,103,1,1,0.81218,-77.71633,28/10/2020
5187,Cañar,281396,81,0,7,-2.733333,-78.833333,28/10/2020
5188,Chimborazo,524004,310,1,118,-1.674347,-78.648294,28/10/2020
5189,Cotopaxi,488716,278,0,61,-0.933333,-78.616667,28/10/2020
5190,El Oro,715751,459,0,184,-3.266667,-79.966667,28/10/2020
5191,Esmeraldas,591083,216,0,51,1.05,-79.2,28/10/2020
5192,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,28/10/2020
5193,Guayas,4387434,1735,1,1651,-2.183333,-79.883333,28/10/2020
5194,Imbabura,476257,167,2,8,0.362678,-78.130667,28/10/2020
5195,Loja,521154,222,1,44,-3.983333,-79.2,28/10/2020
5196,Los Ríos,921763,342,1,237,-1.8,-79.533333,28/10/2020
