,provincia,poblacion,total,nuevas,lat,lng,created_at
1921,Bolívar,209933,4603,5,-1.605556,-79.003056,22/03/2021
1922,Carchi,186869,5982,1,0.81218,-77.71633,22/03/2021
1923,Cañar,281396,4295,1,-2.733333,-78.833333,22/03/2021
1924,Chimborazo,524004,5639,3,-1.674347,-78.648294,22/03/2021
1925,Cotopaxi,488716,8651,0,-0.933333,-78.616667,22/03/2021
1926,El Oro,715751,14326,28,-3.266667,-79.966667,22/03/2021
1927,Esmeraldas,591083,6676,2,1.05,-79.2,22/03/2021
1928,Galápagos,33042,1330,0,-0.7999999999999999,-89.4,22/03/2021
1929,Guayas,4387434,40716,17,-2.183333,-79.883333,22/03/2021
1930,Imbabura,476257,9246,7,0.362678,-78.130667,22/03/2021
1931,Loja,521154,11643,65,-3.983333,-79.2,22/03/2021
1932,Los Ríos,921763,8840,1,-1.8,-79.533333,22/03/2021
1933,Manabí,1562079,23837,5,-1.056181,-80.455217,22/03/2021
1934,Morona Santiago,196535,4568,0,-2.3,-78.116667,22/03/2021
1935,Napo,133705,2301,0,-0.989,-77.8159,22/03/2021
1936,Orellana,161338,2437,0,-0.466667,-76.966667,22/03/2021
1937,Pastaza,114202,2721,1,-1.066667,-78.001111,22/03/2021
1938,Pichincha,3228233,107735,77,-0.218611,-78.509722,22/03/2021
1939,Santa Elena,401178,3609,2,-2.2267,-80.8583,22/03/2021
1940,Sto. Domingo Tsáchilas,511151,8770,0,-0.254167,-79.171944,22/03/2021
1941,Sucumbíos,230503,3719,0,0.084722,-76.882778,22/03/2021
1942,Tungurahua,590600,10673,1,-1.241667,-78.619722,22/03/2021
1943,Zamora Chinchipe,120416,2099,5,-4.12,-78.8,22/03/2021
1944,Azuay,881394,18456,21,-2.897414,-79.004481,23/03/2021
1945,Bolívar,209933,4603,0,-1.605556,-79.003056,23/03/2021
1946,Carchi,186869,5984,2,0.81218,-77.71633,23/03/2021
1947,Cañar,281396,4295,0,-2.733333,-78.833333,23/03/2021
1948,Chimborazo,524004,5642,3,-1.674347,-78.648294,23/03/2021
1949,Cotopaxi,488716,8657,6,-0.933333,-78.616667,23/03/2021
1950,El Oro,715751,14332,6,-3.266667,-79.966667,23/03/2021
1951,Esmeraldas,591083,6677,1,1.05,-79.2,23/03/2021
1952,Galápagos,33042,1330,0,-0.7999999999999999,-89.4,23/03/2021
1953,Guayas,4387434,40740,24,-2.183333,-79.883333,23/03/2021
1954,Imbabura,476257,9256,10,0.362678,-78.130667,23/03/2021
1955,Loja,521154,11651,8,-3.983333,-79.2,23/03/2021
1956,Los Ríos,921763,8844,4,-1.8,-79.533333,23/03/2021
1957,Manabí,1562079,23848,11,-1.056181,-80.455217,23/03/2021
1958,Morona Santiago,196535,4568,0,-2.3,-78.116667,23/03/2021
1959,Napo,133705,2302,1,-0.989,-77.8159,23/03/2021
1960,Orellana,161338,2440,3,-0.466667,-76.966667,23/03/2021
1961,Pastaza,114202,2723,2,-1.066667,-78.001111,23/03/2021
1962,Pichincha,3228233,108332,597,-0.218611,-78.509722,23/03/2021
1963,Santa Elena,401178,3609,0,-2.2267,-80.8583,23/03/2021
1964,Sto. Domingo Tsáchilas,511151,8772,2,-0.254167,-79.171944,23/03/2021
1965,Sucumbíos,230503,3727,8,0.084722,-76.882778,23/03/2021
1966,Tungurahua,590600,10682,9,-1.241667,-78.619722,23/03/2021
1967,Zamora Chinchipe,120416,2100,1,-4.12,-78.8,23/03/2021
1968,Azuay,881394,18530,74,-2.897414,-79.004481,24/03/2021
1969,Bolívar,209933,4623,20,-1.605556,-79.003056,24/03/2021
1970,Carchi,186869,6006,22,0.81218,-77.71633,24/03/2021
1971,Cañar,281396,4317,22,-2.733333,-78.833333,24/03/2021
1972,Chimborazo,524004,5672,30,-1.674347,-78.648294,24/03/2021
1973,Cotopaxi,488716,8701,44,-0.933333,-78.616667,24/03/2021
1974,El Oro,715751,14443,111,-3.266667,-79.966667,24/03/2021
1975,Esmeraldas,591083,6701,24,1.05,-79.2,24/03/2021
1976,Galápagos,33042,1333,3,-0.7999999999999999,-89.4,24/03/2021
1977,Guayas,4387434,41075,335,-2.183333,-79.883333,24/03/2021
1978,Imbabura,476257,9390,134,0.362678,-78.130667,24/03/2021
1979,Loja,521154,11790,139,-3.983333,-79.2,24/03/2021
1980,Los Ríos,921763,8948,104,-1.8,-79.533333,24/03/2021
1981,Manabí,1562079,24155,307,-1.056181,-80.455217,24/03/2021
1982,Morona Santiago,196535,4574,6,-2.3,-78.116667,24/03/2021
1983,Napo,133705,2348,46,-0.989,-77.8159,24/03/2021
1984,Orellana,161338,2447,7,-0.466667,-76.966667,24/03/2021
1985,Pastaza,114202,2724,1,-1.066667,-78.001111,24/03/2021
1986,Pichincha,3228233,109757,1425,-0.218611,-78.509722,24/03/2021
1987,Santa Elena,401178,3646,37,-2.2267,-80.8583,24/03/2021
1988,Sto. Domingo Tsáchilas,511151,8945,173,-0.254167,-79.171944,24/03/2021
1989,Sucumbíos,230503,3751,24,0.084722,-76.882778,24/03/2021
1990,Tungurahua,590600,10829,147,-1.241667,-78.619722,24/03/2021
1991,Zamora Chinchipe,120416,2102,2,-4.12,-78.8,24/03/2021
1992,Azuay,881394,18560,30,-2.897414,-79.004481,25/03/2021
1993,Bolívar,209933,4665,42,-1.605556,-79.003056,25/03/2021
1994,Carchi,186869,6013,7,0.81218,-77.71633,25/03/2021
1995,Cañar,281396,4355,38,-2.733333,-78.833333,25/03/2021
1996,Chimborazo,524004,5717,45,-1.674347,-78.648294,25/03/2021
1997,Cotopaxi,488716,8760,59,-0.933333,-78.616667,25/03/2021
1998,El Oro,715751,14508,65,-3.266667,-79.966667,25/03/2021
1999,Esmeraldas,591083,6752,51,1.05,-79.2,25/03/2021
2000,Galápagos,33042,1337,4,-0.7999999999999999,-89.4,25/03/2021
2001,Guayas,4387434,41320,245,-2.183333,-79.883333,25/03/2021
2002,Imbabura,476257,9416,26,0.362678,-78.130667,25/03/2021
2003,Loja,521154,11835,45,-3.983333,-79.2,25/03/2021
2004,Los Ríos,921763,9052,104,-1.8,-79.533333,25/03/2021
2005,Manabí,1562079,24307,152,-1.056181,-80.455217,25/03/2021
2006,Morona Santiago,196535,4585,11,-2.3,-78.116667,25/03/2021
2007,Napo,133705,2352,4,-0.989,-77.8159,25/03/2021
2008,Orellana,161338,2479,32,-0.466667,-76.966667,25/03/2021
2009,Pastaza,114202,2727,3,-1.066667,-78.001111,25/03/2021
2010,Pichincha,3228233,110557,800,-0.218611,-78.509722,25/03/2021
2011,Santa Elena,401178,3656,10,-2.2267,-80.8583,25/03/2021
2012,Sto. Domingo Tsáchilas,511151,8976,31,-0.254167,-79.171944,25/03/2021
2013,Sucumbíos,230503,3764,13,0.084722,-76.882778,25/03/2021
2014,Tungurahua,590600,10855,26,-1.241667,-78.619722,25/03/2021
2015,Zamora Chinchipe,120416,2108,6,-4.12,-78.8,25/03/2021
2016,Azuay,881394,18631,71,-2.897414,-79.004481,26/03/2021
2017,Bolívar,209933,4766,101,-1.605556,-79.003056,26/03/2021
2018,Carchi,186869,6025,12,0.81218,-77.71633,26/03/2021
2019,Cañar,281396,4365,10,-2.733333,-78.833333,26/03/2021
2020,Chimborazo,524004,5729,12,-1.674347,-78.648294,26/03/2021
2021,Cotopaxi,488716,8799,39,-0.933333,-78.616667,26/03/2021
2022,El Oro,715751,14621,113,-3.266667,-79.966667,26/03/2021
2023,Esmeraldas,591083,6769,17,1.05,-79.2,26/03/2021
2024,Galápagos,33042,1338,1,-0.7999999999999999,-89.4,26/03/2021
2025,Guayas,4387434,41577,257,-2.183333,-79.883333,26/03/2021
2026,Imbabura,476257,9436,20,0.362678,-78.130667,26/03/2021
2027,Loja,521154,11898,63,-3.983333,-79.2,26/03/2021
2028,Los Ríos,921763,9101,49,-1.8,-79.533333,26/03/2021
2029,Manabí,1562079,24460,153,-1.056181,-80.455217,26/03/2021
2030,Morona Santiago,196535,4597,12,-2.3,-78.116667,26/03/2021
2031,Napo,133705,2363,11,-0.989,-77.8159,26/03/2021
2032,Orellana,161338,2486,7,-0.466667,-76.966667,26/03/2021
2033,Pastaza,114202,2731,4,-1.066667,-78.001111,26/03/2021
2034,Pichincha,3228233,112215,1658,-0.218611,-78.509722,26/03/2021
2035,Santa Elena,401178,3663,7,-2.2267,-80.8583,26/03/2021
2036,Sto. Domingo Tsáchilas,511151,9044,68,-0.254167,-79.171944,26/03/2021
2037,Sucumbíos,230503,3837,73,0.084722,-76.882778,26/03/2021
2038,Tungurahua,590600,10889,34,-1.241667,-78.619722,26/03/2021
2039,Zamora Chinchipe,120416,2111,3,-4.12,-78.8,26/03/2021
2040,Azuay,881394,18667,36,-2.897414,-79.004481,27/03/2021
2041,Bolívar,209933,4812,46,-1.605556,-79.003056,27/03/2021
2042,Carchi,186869,6030,5,0.81218,-77.71633,27/03/2021
2043,Cañar,281396,4379,14,-2.733333,-78.833333,27/03/2021
2044,Chimborazo,524004,5757,28,-1.674347,-78.648294,27/03/2021
2045,Cotopaxi,488716,8811,12,-0.933333,-78.616667,27/03/2021
2046,El Oro,715751,14654,33,-3.266667,-79.966667,27/03/2021
2047,Esmeraldas,591083,6819,50,1.05,-79.2,27/03/2021
2048,Galápagos,33042,1339,1,-0.7999999999999999,-89.4,27/03/2021
2049,Guayas,4387434,41733,156,-2.183333,-79.883333,27/03/2021
2050,Imbabura,476257,9493,57,0.362678,-78.130667,27/03/2021
2051,Loja,521154,12014,116,-3.983333,-79.2,27/03/2021
2052,Los Ríos,921763,9161,60,-1.8,-79.533333,27/03/2021
2053,Manabí,1562079,24543,83,-1.056181,-80.455217,27/03/2021
2054,Morona Santiago,196535,4605,8,-2.3,-78.116667,27/03/2021
2055,Napo,133705,2371,8,-0.989,-77.8159,27/03/2021
2056,Orellana,161338,2489,3,-0.466667,-76.966667,27/03/2021
2057,Pastaza,114202,2732,1,-1.066667,-78.001111,27/03/2021
2058,Pichincha,3228233,112647,432,-0.218611,-78.509722,27/03/2021
2059,Santa Elena,401178,3668,5,-2.2267,-80.8583,27/03/2021
2060,Sto. Domingo Tsáchilas,511151,9049,5,-0.254167,-79.171944,27/03/2021
2061,Sucumbíos,230503,3860,23,0.084722,-76.882778,27/03/2021
2062,Tungurahua,590600,10914,25,-1.241667,-78.619722,27/03/2021
2063,Zamora Chinchipe,120416,2152,41,-4.12,-78.8,27/03/2021
2064,Azuay,881394,18737,70,-2.897414,-79.004481,28/03/2021
2065,Bolívar,209933,4872,60,-1.605556,-79.003056,28/03/2021
2066,Carchi,186869,6059,29,0.81218,-77.71633,28/03/2021
2067,Cañar,281396,4404,25,-2.733333,-78.833333,28/03/2021
2068,Chimborazo,524004,5810,53,-1.674347,-78.648294,28/03/2021
2069,Cotopaxi,488716,8866,55,-0.933333,-78.616667,28/03/2021
2070,El Oro,715751,14855,201,-3.266667,-79.966667,28/03/2021
2071,Esmeraldas,591083,6844,25,1.05,-79.2,28/03/2021
2072,Galápagos,33042,1341,2,-0.7999999999999999,-89.4,28/03/2021
2073,Guayas,4387434,42050,317,-2.183333,-79.883333,28/03/2021
2074,Imbabura,476257,9504,11,0.362678,-78.130667,28/03/2021
2075,Loja,521154,12172,158,-3.983333,-79.2,28/03/2021
2076,Los Ríos,921763,9214,53,-1.8,-79.533333,28/03/2021
2077,Manabí,1562079,24750,207,-1.056181,-80.455217,28/03/2021
2078,Morona Santiago,196535,4621,16,-2.3,-78.116667,28/03/2021
2079,Napo,133705,2420,49,-0.989,-77.8159,28/03/2021
2080,Orellana,161338,2490,1,-0.466667,-76.966667,28/03/2021
2081,Pastaza,114202,2734,2,-1.066667,-78.001111,28/03/2021
2082,Pichincha,3228233,112958,311,-0.218611,-78.509722,28/03/2021
2083,Santa Elena,401178,3675,7,-2.2267,-80.8583,28/03/2021
2084,Sto. Domingo Tsáchilas,511151,9083,34,-0.254167,-79.171944,28/03/2021
2085,Sucumbíos,230503,3888,28,0.084722,-76.882778,28/03/2021
2086,Tungurahua,590600,10947,33,-1.241667,-78.619722,28/03/2021
2087,Zamora Chinchipe,120416,2188,36,-4.12,-78.8,28/03/2021
2088,Azuay,881394,18767,30,-2.897414,-79.004481,29/03/2021
2089,Bolívar,209933,4873,1,-1.605556,-79.003056,29/03/2021
2090,Carchi,186869,6061,2,0.81218,-77.71633,29/03/2021
2091,Cañar,281396,4434,30,-2.733333,-78.833333,29/03/2021
2092,Chimborazo,524004,5827,17,-1.674347,-78.648294,29/03/2021
2093,Cotopaxi,488716,8871,5,-0.933333,-78.616667,29/03/2021
2094,El Oro,715751,14870,15,-3.266667,-79.966667,29/03/2021
2095,Esmeraldas,591083,6846,2,1.05,-79.2,29/03/2021
2096,Galápagos,33042,1343,2,-0.7999999999999999,-89.4,29/03/2021
2097,Guayas,4387434,42066,16,-2.183333,-79.883333,29/03/2021
2098,Imbabura,476257,9504,0,0.362678,-78.130667,29/03/2021
2099,Loja,521154,12269,97,-3.983333,-79.2,29/03/2021
2100,Los Ríos,921763,9214,0,-1.8,-79.533333,29/03/2021
2101,Manabí,1562079,24754,4,-1.056181,-80.455217,29/03/2021
2102,Morona Santiago,196535,4621,0,-2.3,-78.116667,29/03/2021
2103,Napo,133705,2420,0,-0.989,-77.8159,29/03/2021
2104,Orellana,161338,2492,2,-0.466667,-76.966667,29/03/2021
2105,Pastaza,114202,2734,0,-1.066667,-78.001111,29/03/2021
2106,Pichincha,3228233,113372,414,-0.218611,-78.509722,29/03/2021
2107,Santa Elena,401178,3676,1,-2.2267,-80.8583,29/03/2021
2108,Sto. Domingo Tsáchilas,511151,9083,0,-0.254167,-79.171944,29/03/2021
2109,Sucumbíos,230503,3888,0,0.084722,-76.882778,29/03/2021
2110,Tungurahua,590600,10949,2,-1.241667,-78.619722,29/03/2021
2111,Zamora Chinchipe,120416,2190,2,-4.12,-78.8,29/03/2021
2112,Azuay,881394,18802,35,-2.897414,-79.004481,30/03/2021
2113,Bolívar,209933,4962,89,-1.605556,-79.003056,30/03/2021
2114,Carchi,186869,6105,44,0.81218,-77.71633,30/03/2021
2115,Cañar,281396,4444,10,-2.733333,-78.833333,30/03/2021
2116,Chimborazo,524004,5895,68,-1.674347,-78.648294,30/03/2021
2117,Cotopaxi,488716,8969,98,-0.933333,-78.616667,30/03/2021
2118,El Oro,715751,14938,68,-3.266667,-79.966667,30/03/2021
2119,Esmeraldas,591083,7017,171,1.05,-79.2,30/03/2021
2120,Galápagos,33042,1345,2,-0.7999999999999999,-89.4,30/03/2021
2121,Guayas,4387434,42304,238,-2.183333,-79.883333,30/03/2021
2122,Imbabura,476257,9575,71,0.362678,-78.130667,30/03/2021
2123,Loja,521154,12300,31,-3.983333,-79.2,30/03/2021
2124,Los Ríos,921763,9254,40,-1.8,-79.533333,30/03/2021
2125,Manabí,1562079,24924,170,-1.056181,-80.455217,30/03/2021
2126,Morona Santiago,196535,4621,0,-2.3,-78.116667,30/03/2021
2127,Napo,133705,2421,1,-0.989,-77.8159,30/03/2021
2128,Orellana,161338,2500,8,-0.466667,-76.966667,30/03/2021
2129,Pastaza,114202,2734,0,-1.066667,-78.001111,30/03/2021
2130,Pichincha,3228233,114206,834,-0.218611,-78.509722,30/03/2021
2131,Santa Elena,401178,3681,5,-2.2267,-80.8583,30/03/2021
2132,Sto. Domingo Tsáchilas,511151,9241,158,-0.254167,-79.171944,30/03/2021
2133,Sucumbíos,230503,3891,3,0.084722,-76.882778,30/03/2021
2134,Tungurahua,590600,11004,55,-1.241667,-78.619722,30/03/2021
2135,Zamora Chinchipe,120416,2192,2,-4.12,-78.8,30/03/2021
2136,Azuay,881394,18879,77,-2.897414,-79.004481,31/03/2021
2137,Bolívar,209933,4980,18,-1.605556,-79.003056,31/03/2021
2138,Carchi,186869,6117,12,0.81218,-77.71633,31/03/2021
2139,Cañar,281396,4472,28,-2.733333,-78.833333,31/03/2021
2140,Chimborazo,524004,5920,25,-1.674347,-78.648294,31/03/2021
2141,Cotopaxi,488716,9009,40,-0.933333,-78.616667,31/03/2021
2142,El Oro,715751,14986,48,-3.266667,-79.966667,31/03/2021
2143,Esmeraldas,591083,7020,3,1.05,-79.2,31/03/2021
2144,Galápagos,33042,1346,1,-0.7999999999999999,-89.4,31/03/2021
2145,Guayas,4387434,42514,210,-2.183333,-79.883333,31/03/2021
2146,Imbabura,476257,9608,33,0.362678,-78.130667,31/03/2021
2147,Loja,521154,12475,175,-3.983333,-79.2,31/03/2021
2148,Los Ríos,921763,9286,32,-1.8,-79.533333,31/03/2021
2149,Manabí,1562079,25118,194,-1.056181,-80.455217,31/03/2021
2150,Morona Santiago,196535,4654,33,-2.3,-78.116667,31/03/2021
2151,Napo,133705,2431,10,-0.989,-77.8159,31/03/2021
2152,Orellana,161338,2506,6,-0.466667,-76.966667,31/03/2021
2153,Pastaza,114202,2740,6,-1.066667,-78.001111,31/03/2021
2154,Pichincha,3228233,114664,458,-0.218611,-78.509722,31/03/2021
2155,Santa Elena,401178,3683,2,-2.2267,-80.8583,31/03/2021
2156,Sto. Domingo Tsáchilas,511151,9241,0,-0.254167,-79.171944,31/03/2021
2157,Sucumbíos,230503,3892,1,0.084722,-76.882778,31/03/2021
2158,Tungurahua,590600,11020,16,-1.241667,-78.619722,31/03/2021
2159,Zamora Chinchipe,120416,2194,2,-4.12,-78.8,31/03/2021
2160,Azuay,881394,18899,20,-2.897414,-79.004481,01/04/2021
2161,Bolívar,209933,5051,71,-1.605556,-79.003056,01/04/2021
2162,Carchi,186869,6119,2,0.81218,-77.71633,01/04/2021
2163,Cañar,281396,4498,26,-2.733333,-78.833333,01/04/2021
2164,Chimborazo,524004,5941,21,-1.674347,-78.648294,01/04/2021
2165,Cotopaxi,488716,9020,11,-0.933333,-78.616667,01/04/2021
2166,El Oro,715751,15159,173,-3.266667,-79.966667,01/04/2021
2167,Esmeraldas,591083,7046,26,1.05,-79.2,01/04/2021
2168,Galápagos,33042,1348,2,-0.7999999999999999,-89.4,01/04/2021
2169,Guayas,4387434,42838,324,-2.183333,-79.883333,01/04/2021
2170,Imbabura,476257,9638,30,0.362678,-78.130667,01/04/2021
2171,Loja,521154,12511,36,-3.983333,-79.2,01/04/2021
2172,Los Ríos,921763,9389,103,-1.8,-79.533333,01/04/2021
2173,Manabí,1562079,25354,236,-1.056181,-80.455217,01/04/2021
2174,Morona Santiago,196535,4674,20,-2.3,-78.116667,01/04/2021
2175,Napo,133705,2436,5,-0.989,-77.8159,01/04/2021
2176,Orellana,161338,2512,6,-0.466667,-76.966667,01/04/2021
2177,Pastaza,114202,2740,0,-1.066667,-78.001111,01/04/2021
2178,Pichincha,3228233,115042,378,-0.218611,-78.509722,01/04/2021
2179,Santa Elena,401178,3693,10,-2.2267,-80.8583,01/04/2021
2180,Sto. Domingo Tsáchilas,511151,9271,30,-0.254167,-79.171944,01/04/2021
2181,Sucumbíos,230503,3944,52,0.084722,-76.882778,01/04/2021
2182,Tungurahua,590600,11063,43,-1.241667,-78.619722,01/04/2021
2183,Zamora Chinchipe,120416,2202,8,-4.12,-78.8,01/04/2021
2184,Azuay,881394,19023,124,-2.897414,-79.004481,02/04/2021
2185,Bolívar,209933,5063,12,-1.605556,-79.003056,02/04/2021
2186,Carchi,186869,6135,16,0.81218,-77.71633,02/04/2021
2187,Cañar,281396,4520,22,-2.733333,-78.833333,02/04/2021
2188,Chimborazo,524004,5960,19,-1.674347,-78.648294,02/04/2021
2189,Cotopaxi,488716,9049,29,-0.933333,-78.616667,02/04/2021
2190,El Oro,715751,15278,119,-3.266667,-79.966667,02/04/2021
2191,Esmeraldas,591083,7061,15,1.05,-79.2,02/04/2021
2192,Galápagos,33042,1351,3,-0.7999999999999999,-89.4,02/04/2021
2193,Guayas,4387434,43038,200,-2.183333,-79.883333,02/04/2021
2194,Imbabura,476257,9686,48,0.362678,-78.130667,02/04/2021
2195,Loja,521154,12629,118,-3.983333,-79.2,02/04/2021
2196,Los Ríos,921763,9407,18,-1.8,-79.533333,02/04/2021
2197,Manabí,1562079,25385,31,-1.056181,-80.455217,02/04/2021
2198,Morona Santiago,196535,4713,39,-2.3,-78.116667,02/04/2021
2199,Napo,133705,2436,0,-0.989,-77.8159,02/04/2021
2200,Orellana,161338,2526,14,-0.466667,-76.966667,02/04/2021
2201,Pastaza,114202,2745,5,-1.066667,-78.001111,02/04/2021
2202,Pichincha,3228233,115706,664,-0.218611,-78.509722,02/04/2021
2203,Santa Elena,401178,3694,1,-2.2267,-80.8583,02/04/2021
2204,Sto. Domingo Tsáchilas,511151,9275,4,-0.254167,-79.171944,02/04/2021
2205,Sucumbíos,230503,3980,36,0.084722,-76.882778,02/04/2021
2206,Tungurahua,590600,11122,59,-1.241667,-78.619722,02/04/2021
2207,Zamora Chinchipe,120416,2256,54,-4.12,-78.8,02/04/2021
2208,Azuay,881394,19070,47,-2.897414,-79.004481,03/04/2021
2209,Bolívar,209933,5125,62,-1.605556,-79.003056,03/04/2021
2210,Carchi,186869,6172,37,0.81218,-77.71633,03/04/2021
2211,Cañar,281396,4546,26,-2.733333,-78.833333,03/04/2021
2212,Chimborazo,524004,6026,66,-1.674347,-78.648294,03/04/2021
2213,Cotopaxi,488716,9115,66,-0.933333,-78.616667,03/04/2021
2214,El Oro,715751,15288,10,-3.266667,-79.966667,03/04/2021
2215,Esmeraldas,591083,7094,33,1.05,-79.2,03/04/2021
2216,Galápagos,33042,1351,0,-0.7999999999999999,-89.4,03/04/2021
2217,Guayas,4387434,43246,208,-2.183333,-79.883333,03/04/2021
2218,Imbabura,476257,9750,64,0.362678,-78.130667,03/04/2021
2219,Loja,521154,12744,115,-3.983333,-79.2,03/04/2021
2220,Los Ríos,921763,9457,50,-1.8,-79.533333,03/04/2021
2221,Manabí,1562079,25408,23,-1.056181,-80.455217,03/04/2021
2222,Morona Santiago,196535,4720,7,-2.3,-78.116667,03/04/2021
2223,Napo,133705,2439,3,-0.989,-77.8159,03/04/2021
2224,Orellana,161338,2542,16,-0.466667,-76.966667,03/04/2021
2225,Pastaza,114202,2749,4,-1.066667,-78.001111,03/04/2021
2226,Pichincha,3228233,115941,235,-0.218611,-78.509722,03/04/2021
2227,Santa Elena,401178,3699,5,-2.2267,-80.8583,03/04/2021
2228,Sto. Domingo Tsáchilas,511151,9301,26,-0.254167,-79.171944,03/04/2021
2229,Sucumbíos,230503,4003,23,0.084722,-76.882778,03/04/2021
2230,Tungurahua,590600,11131,9,-1.241667,-78.619722,03/04/2021
2231,Zamora Chinchipe,120416,2258,2,-4.12,-78.8,03/04/2021
2232,Azuay,881394,19122,52,-2.897414,-79.004481,04/04/2021
2233,Bolívar,209933,5258,133,-1.605556,-79.003056,04/04/2021
2234,Carchi,186869,6197,25,0.81218,-77.71633,04/04/2021
2235,Cañar,281396,4560,14,-2.733333,-78.833333,04/04/2021
2236,Chimborazo,524004,6068,42,-1.674347,-78.648294,04/04/2021
2237,Cotopaxi,488716,9161,46,-0.933333,-78.616667,04/04/2021
2238,El Oro,715751,15591,303,-3.266667,-79.966667,04/04/2021
2239,Esmeraldas,591083,7112,18,1.05,-79.2,04/04/2021
2240,Galápagos,33042,1353,2,-0.7999999999999999,-89.4,04/04/2021
2241,Guayas,4387434,43707,461,-2.183333,-79.883333,04/04/2021
2242,Imbabura,476257,9800,50,0.362678,-78.130667,04/04/2021
2243,Loja,521154,12933,189,-3.983333,-79.2,04/04/2021
2244,Los Ríos,921763,9590,133,-1.8,-79.533333,04/04/2021
2245,Manabí,1562079,25549,141,-1.056181,-80.455217,04/04/2021
2246,Morona Santiago,196535,4745,25,-2.3,-78.116667,04/04/2021
2247,Napo,133705,2491,52,-0.989,-77.8159,04/04/2021
2248,Orellana,161338,2544,2,-0.466667,-76.966667,04/04/2021
2249,Pastaza,114202,2751,2,-1.066667,-78.001111,04/04/2021
2250,Pichincha,3228233,116519,578,-0.218611,-78.509722,04/04/2021
2251,Santa Elena,401178,3710,11,-2.2267,-80.8583,04/04/2021
2252,Sto. Domingo Tsáchilas,511151,9386,85,-0.254167,-79.171944,04/04/2021
2253,Sucumbíos,230503,4063,60,0.084722,-76.882778,04/04/2021
2254,Tungurahua,590600,11177,46,-1.241667,-78.619722,04/04/2021
2255,Zamora Chinchipe,120416,2294,36,-4.12,-78.8,04/04/2021
2256,Azuay,881394,19181,59,-2.897414,-79.004481,05/04/2021
2257,Bolívar,209933,5267,9,-1.605556,-79.003056,05/04/2021
2258,Carchi,186869,6206,9,0.81218,-77.71633,05/04/2021
2259,Cañar,281396,4565,5,-2.733333,-78.833333,05/04/2021
2260,Chimborazo,524004,6089,21,-1.674347,-78.648294,05/04/2021
2261,Cotopaxi,488716,9174,13,-0.933333,-78.616667,05/04/2021
2262,El Oro,715751,15707,116,-3.266667,-79.966667,05/04/2021
2263,Esmeraldas,591083,7147,35,1.05,-79.2,05/04/2021
2264,Galápagos,33042,1353,0,-0.7999999999999999,-89.4,05/04/2021
2265,Guayas,4387434,43783,76,-2.183333,-79.883333,05/04/2021
2266,Imbabura,476257,9833,33,0.362678,-78.130667,05/04/2021
2267,Loja,521154,13000,67,-3.983333,-79.2,05/04/2021
2268,Los Ríos,921763,9612,22,-1.8,-79.533333,05/04/2021
2269,Manabí,1562079,25582,33,-1.056181,-80.455217,05/04/2021
2270,Morona Santiago,196535,4745,0,-2.3,-78.116667,05/04/2021
2271,Napo,133705,2492,1,-0.989,-77.8159,05/04/2021
2272,Orellana,161338,2545,1,-0.466667,-76.966667,05/04/2021
2273,Pastaza,114202,2751,0,-1.066667,-78.001111,05/04/2021
2274,Pichincha,3228233,116940,421,-0.218611,-78.509722,05/04/2021
2275,Santa Elena,401178,3725,15,-2.2267,-80.8583,05/04/2021
2276,Sto. Domingo Tsáchilas,511151,9476,90,-0.254167,-79.171944,05/04/2021
2277,Sucumbíos,230503,4091,28,0.084722,-76.882778,05/04/2021
2278,Tungurahua,590600,11211,34,-1.241667,-78.619722,05/04/2021
2279,Zamora Chinchipe,120416,2302,8,-4.12,-78.8,05/04/2021
2280,Azuay,881394,19199,18,-2.897414,-79.004481,06/04/2021
2281,Bolívar,209933,5289,22,-1.605556,-79.003056,06/04/2021
2282,Carchi,186869,6207,1,0.81218,-77.71633,06/04/2021
2283,Cañar,281396,4567,2,-2.733333,-78.833333,06/04/2021
2284,Chimborazo,524004,6091,2,-1.674347,-78.648294,06/04/2021
2285,Cotopaxi,488716,9176,2,-0.933333,-78.616667,06/04/2021
2286,El Oro,715751,15732,25,-3.266667,-79.966667,06/04/2021
2287,Esmeraldas,591083,7193,46,1.05,-79.2,06/04/2021
2288,Galápagos,33042,1353,0,-0.7999999999999999,-89.4,06/04/2021
2289,Guayas,4387434,43906,123,-2.183333,-79.883333,06/04/2021
2290,Imbabura,476257,9848,15,0.362678,-78.130667,06/04/2021
2291,Loja,521154,13021,21,-3.983333,-79.2,06/04/2021
2292,Los Ríos,921763,9636,24,-1.8,-79.533333,06/04/2021
2293,Manabí,1562079,25800,218,-1.056181,-80.455217,06/04/2021
2294,Morona Santiago,196535,4754,9,-2.3,-78.116667,06/04/2021
2295,Napo,133705,2492,0,-0.989,-77.8159,06/04/2021
2296,Orellana,161338,2550,5,-0.466667,-76.966667,06/04/2021
2297,Pastaza,114202,2751,0,-1.066667,-78.001111,06/04/2021
2298,Pichincha,3228233,117303,363,-0.218611,-78.509722,06/04/2021
2299,Santa Elena,401178,3733,8,-2.2267,-80.8583,06/04/2021
2300,Sto. Domingo Tsáchilas,511151,9484,8,-0.254167,-79.171944,06/04/2021
2301,Sucumbíos,230503,4092,1,0.084722,-76.882778,06/04/2021
2302,Tungurahua,590600,11222,11,-1.241667,-78.619722,06/04/2021
2303,Zamora Chinchipe,120416,2303,1,-4.12,-78.8,06/04/2021
